identidad_genero;diversidad_sexual;rubro;origen_del_capital;puesto;maximo_nivel_de_formacion;trabajo;libertad_ser;sufrio_acoso;edicion;diversa;manager
Mujer cis;No;Servicios de salud;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;NA;Medios;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Tecnología;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;No;Bancos y Finanzas;Multinacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Hombre cis;No;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;No;Otros;Nacional;Analista;Terciario completo;Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Mujer cis;NA;Otros;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;Prefiero no responder;Alimentos;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Alimentos;Nacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Hombre cis;No;Tecnología;Multinacional;Jefe;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;NA;Otros;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;NA;Servicios de salud;Nacional;Analista;Terciario completo;Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Comercio;Multinacional;Gerente;Maestría completa;Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Mujer cis;No;Metalurgia;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Multinacional;Analista;Maestría en curso;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Educación;Nacional;Pasante;Maestría en curso;Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;NA;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Consultoría;Nacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;No;Metalurgia;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;De acuerdo;No;2021;0;1
Hombre cis;No;Oil & Gas;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Tecnología;Nacional;Pasante;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Textil;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Educación;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Hombre cis;NA;Transporte;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Oil & Gas;Nacional;Jefe;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;Si;Hotelería;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;1;0
Hombre cis;Si;Consultoría;Multinacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;1;1
Mujer cis;No;Comercio;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;MInería;Multinacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;Si;2021;0;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría;Nacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Tecnología;Multinacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;NA;Tecnología;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Servicios de salud;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;Prefiero no responder;Si;2021;0;0
Hombre cis;No;Función pública;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Servicios de salud;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;Prefiero no responder;Si;2021;0;1
Hombre cis;Si;Servicios Públicos;Multinacional;Responsable;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;1;1
Mujer cis;NA;Comercio;Nacional;Administrativo;Terciario completo;Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Construcción;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Comercio;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;No;Tecnología;Nacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;NA;Otros;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Metalurgia;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;Si;Servicios profesionales;Multinacional;Administrativo;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;1;0
Hombre cis;NA;Construcción;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;Si;Tecnología;Nacional;Analista;"Universitario
abandonado";Relación de Dependencia;Totalmente de acuerdo;No;2021;1;0
Mujer cis;NA;Transporte;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Oil & Gas;Nacional;Gerente;Maestría completa;Relación de Dependencia;De acuerdo;Si;2021;0;1
Mujer cis;No;Servicios de salud;Nacional;Jefe;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;Si;2021;0;1
Mujer cis;NA;Tecnología;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;NA;Otros;Multinacional;Gerente;Maestría completa;Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Tecnología;Nacional;Gerente;"Diplomado de
posgrado en curso";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Mujer cis;No;Otros;Multinacional;Pasante;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Otros;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Servicios Públicos;Nacional;Jefe;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;No;Otros;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario en
curso";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Autopartista;Multinacional;Responsable;Terciario completo;Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Mujer cis;NA;Tecnología;Multinacional;Responsable;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;NA;Transporte;Nacional;Gerente;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Comercio;Nacional;Analista;"Universitario
completo";Relación de Dependencia;En desacuerdo;Si;2021;0;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;Terciario completo;Freelance;NA;NA;2021;NA;0
Mujer cis;No;Servicios de salud;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;En desacuerdo;No;2021;0;1
Mujer cis;NA;Otros;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Alimentos;Multinacional;Jefe;Maestría abandonada;Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;NA;Alimentos;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Bancos y Finanzas;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Hombre cis;No;Hotelería;Multinacional;Jefe;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;NA;Correos;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;NA;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Servicios de salud;Multinacional;Pasante;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Correos;Nacional;Jefe;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Función pública;Nacional;Responsable;"Diplomado de
posgrado en curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Consultoría;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;NA;Alimentos;Multinacional;Pasante;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;Si;Agro;Multinacional;Analista;Terciario en curso;Relación de Dependencia;De acuerdo;Si;2021;1;0
Mujer cis;No;Otros;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Comercio;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Mujer cis;No;MInería;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Hombre cis;No;Función pública;Nacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;NA;Tecnología;Multinacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;No;Oil & Gas;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;No;Oil & Gas;Multinacional;Responsable;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Consultoría;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Alimentos;Nacional;Analista;Terciario completo;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;Terciario completo;Freelance;NA;NA;2021;NA;0
Mujer cis;No;Otros;Multinacional;Responsable;"Diplomado de
posgrado abandonado";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Servicios Públicos;Nacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;NA;Consultoría;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Consultoría;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Servicios de salud;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente en desacuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Nacional;Responsable;Maestría completa;Relación de Dependencia;De acuerdo;Si;2021;0;1
Mujer cis;No;Comercio;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Consultoría;Multinacional;Responsable;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Bancos y Finanzas;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Nacional;HRBP;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;No;Función pública;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;No;Servicios profesionales;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;No;Otros;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;NA;Otros;Nacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;No;Servicios de salud;Nacional;Administrativo;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Transporte;Multinacional;Analista;Terciario completo;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Otros;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Mujer cis;NA;Tecnología;Multinacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;NA;Consultoría;Nacional;Administrativo;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Consultoría;Multinacional;Jefe;Maestría completa;Relación de Dependencia;De acuerdo;No;2021;0;1
Hombre cis;Prefiero no responder;Construcción;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Hombre cis;No;Consultoría;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;NA;Tecnología;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Servicios de salud;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Correos;Nacional;HRBP;Terciario completo;Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;Terciario completo;Freelance;NA;NA;2021;NA;0
Mujer cis;No;Tecnología;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Tecnología;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Consultoría;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Diplomado de
posgrado completo";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Alimentos;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;Si;Servicios de salud;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;De acuerdo;Si;2021;1;1
Mujer cis;No;Consultoría;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;No;Transporte;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;No;Agro;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Hombre cis;No;Alimentos;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Prefiero no responder;Si;Transporte;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;1;0
Hombre cis;NA;Autopartista;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;Prefiero no responder;Comercio;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;De acuerdo;Si;2021;0;1
Mujer cis;NA;Tecnología;Multinacional;Analista;"Diplomado de
posgrado en curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Diplomado de
posgrado completo";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Alimentos;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;No;Oil & Gas;Multinacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;Prefiero no responder;No;2021;0;1
Mujer cis;No;Servicios de salud;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Otros;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Hombre cis;NA;Comercio;Multinacional;Administrativo;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Otros;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;Prefiero no responder;Correos;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Servicios de salud;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Mujer cis;NA;Comercio;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;Si;Comercio;Multinacional;Administrativo;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;1;0
Hombre cis;NA;Agro;Multinacional;Gerente;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;No;Alimentos;Nacional;Gerente;Maestría en curso;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Mujer cis;No;Consultoría;Multinacional;Analista;Terciario abandonado;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Nacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Mujer cis;NA;Comercio;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Consultoría;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;no en el actual;2021;0;1
Mujer cis;No;Consultoría;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Servicios de salud;Nacional;Responsable;Maestría en curso;Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;No;Industrias químicas;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;No;Correos;Nacional;Responsable;Terciario completo;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Mujer cis;NA;Construcción;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Tecnología;Multinacional;HRBP;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;Si;2021;0;0
Mujer cis;No;Otros;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Correos;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Tecnología;Multinacional;Administrativo;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Mujer cis;No;Servicios de salud;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;No;Comercio;Multinacional;Jefe;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Hombre cis;No;Otros;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;Si;2021;0;0
Mujer cis;No;Consultoría;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;No;Otros;Multinacional;HRBP;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Comercio;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Alimentos;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;Si;Otros;Nacional;Gerente;Maestría completa;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;1;1
Mujer cis;NA;Consultoría;Nacional;Analista;Maestría completa;Relación de Dependencia;Totalmente de acuerdo;No;2021;NA;0
Mujer cis;NA;Consultoría;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Otros;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Servicios profesionales;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Oil & Gas;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Servicios profesionales;Nacional;Responsable;Terciario completo;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Mujer cis;NA;Educación;Multinacional;Gerente;Maestría completa;Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;NA;Consultoría;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Autopartista;Multinacional;Analista;Maestría completa;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Consultoría;Nacional;Analista;Terciario completo;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;No;Otros;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Hombre cis;No;Metalurgia;Nacional;Jefe;"Diplomado de
posgrado completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Mujer cis;No;Otros;Multinacional;Pasante;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;NA;2021;0;0
Hombre cis;NA;Tecnología;Multinacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;NA;Tecnología;Nacional;HRBP;"Universitario
abandonado";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;NA;Metalurgia;Nacional;Jefe;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Tecnología;Nacional;Administrativo;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente en desacuerdo;Si;2021;0;0
Mujer cis;NA;Bancos y Finanzas;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;Prefiero no responder;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;Si;2021;0;0
Mujer cis;NA;Alimentos;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;Terciario abandonado;Freelance;NA;NA;2021;NA;0
Hombre cis;NA;Comercio;Nacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;NA;NA;2021;NA;0
Mujer cis;NA;Comercio;Nacional;Analista;Maestría completa;Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Servicios profesionales;Nacional;Analista;Terciario en curso;Relación de Dependencia;Totalmente en desacuerdo;Si;2021;0;0
Mujer cis;NA;Industrias químicas;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Otros;Nacional;Analista;"Universitario
abandonado";Relación de Dependencia;En desacuerdo;No;2021;0;0
Hombre cis;No;Otros;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Totalmente en desacuerdo;Si;2021;0;0
Hombre cis;NA;Tecnología;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Función pública;Nacional;Analista;"Universitario
completo";Relación de Dependencia;En desacuerdo;No;2021;0;0
Mujer cis;No;Servicios de salud;Nacional;Analista;Secundario completo;Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;Si;2021;0;0
Mujer cis;NA;Otros;Multinacional;Jefe;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Tecnología;Nacional;Jefe;Maestría abandonada;Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Hombre cis;Si;MInería;Multinacional;Jefe;"Universitario
completo";Relación de Dependencia;En desacuerdo;Si;2021;1;1
Mujer cis;No;Consultoría;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;De acuerdo;Si;2021;0;1
Mujer cis;NA;Otros;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Otros;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;No;Tabaco;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;No;Transporte;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Tecnología;Nacional;HRBP;Terciario en curso;Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Multinacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Transporte;Nacional;Gerente;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Hombre cis;NA;Transporte;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Otros;Multinacional;Jefe;"Universitario
abandonado";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
